Name,Country,Current_rapid_rating,Highest_rapid_rating,Rapid_win,Rapid_draw,Rapid_loss,Current_blitz_rating,Highest_blitz_rating,Blitz_win,Blitz_draw,Blitz_loss,Wins_online,Draws_online,Losses_online
"Efimov, Igor",Monaco,2410.0,2509.0,12.0,2.0,10.0,,,,,,,,
"Gargatagli, Hipólito Asis",Spain,,,,,,2882.0,2896.0,345.0,41.0,147.0,,,
"Iljiushenok, Ilya",Russia,1863.0,1863.0,6.0,0.0,1.0,2860.0,2860.0,145.0,19.0,57.0,66.23,8.33,25.44
"Schitco, Ivan",Moldova,2445.0,2530.0,19.0,8.0,7.0,2783.0,2875.0,1864.0,397.0,1502.0,49.59,10.67,39.74
"Paragua, Mark",United States,2448.0,2462.0,53.0,20.0,8.0,2775.0,2894.0,675.0,136.0,391.0,56.74,12.16,31.1
"Aveskulov, Valeriy",Ukraine,2484.0,2484.0,19.0,0.0,0.0,2776.0,2813.0,520.0,70.0,335.0,57.1,7.42,35.49
"Brown, Michael",United States,2903.0,,1.0,1.0,0.0,2851.0,2943.0,4834.0,1132.0,3330.0,52.0,12.19,35.81
"Kantans, Toms",Latvia,2402.0,2673.0,19.0,7.0,7.0,2641.0,2812.0,2540.0,329.0,1863.0,53.7,7.05,39.24
"Iljin, Artem",Russia,2403.0,2403.0,1.0,0.0,0.0,2481.0,2573.0,124.0,25.0,101.0,49.8,9.96,40.24
"Mastrovasilis, Athanasios",Greece,2088.0,2549.0,25.0,8.0,7.0,2724.0,2824.0,1753.0,335.0,792.0,60.89,11.75,27.36
"Lima, Darcy",Brazil,2374.0,2472.0,1.0,0.0,1.0,,,,,,,,
"Checa, Nicolas",United States,2238.0,2488.0,21.0,6.0,6.0,2882.0,3008.0,2822.0,600.0,1727.0,54.86,11.69,33.44
"Anisimov, Pavel",Russia,2157.0,2590.0,28.0,14.0,6.0,2840.0,2840.0,2899.0,611.0,2105.0,51.69,11.04,37.28
"Diamant, Andre",United States,,,,,,,,,,,,,
"Scherbakov, Ruslan",Russia,,,,,,2651.0,2766.0,6.0,2.0,3.0,,,
"Sengupta, Deep",India,,,,,,2650.0,2674.0,102.0,16.0,56.0,,,
"Genov, Petar Genkov",Bulgaria,2127.0,2497.0,19.0,0.0,3.0,2098.0,2341.0,62.0,7.0,29.0,67.5,5.83,26.67
"Kosintseva, Nadezda",United States,2397.0,2397.0,4.0,0.0,0.0,2578.0,2656.0,963.0,192.0,761.0,50.36,10.0,39.64
"Prasanna, Vishnu",India,2096.0,2401.0,12.0,1.0,10.0,2622.0,2825.0,2009.0,174.0,1384.0,56.3,4.87,38.83
"Medvegy, Zoltan",Hungary,2581.0,2581.0,161.0,8.0,3.0,2588.0,2681.0,1945.0,202.0,1057.0,62.38,6.22,31.4
"Erigaisi, Arjun",India,2661.0,2829.0,121.0,57.0,49.0,3089.0,3154.0,3812.0,851.0,2587.0,52.6,12.14,35.25
"Babaev, Rashad",United States,,,,,,2162.0,2314.0,3.0,0.0,2.0,,,
"Poetsch, Hagen",Germany,,,,,,,,,,,,,
"Rustemov, Alexander",Russia,2704.0,2704.0,138.0,51.0,95.0,2885.0,2988.0,10113.0,3037.0,10128.0,43.51,13.11,43.39
,Aruba,,,,,,2580.0,2745.0,315.0,124.0,298.0,,,
"Babaev, Rashad",United States,1283.0,2200.0,17.0,16.0,30.0,2458.0,2507.0,304.0,36.0,229.0,50.79,8.23,40.98
"Obregón, Carlos Andres",Argentina,2607.0,2822.0,4.0,1.0,2.0,2938.0,2938.0,305.0,48.0,260.0,49.84,7.9,42.26
"Pantoja, Roberto G",Cuba,2455.0,2494.0,31.0,9.0,11.0,2659.0,2831.0,662.0,89.0,384.0,58.43,8.26,33.31
"Lev, Psakhis",Israel,,,,,,2299.0,2342.0,2.0,3.0,8.0,,,
"Kazakouski, Valery",Lithuania,2169.0,2169.0,46.0,1.0,3.0,2855.0,2908.0,295.0,31.0,92.0,72.86,6.84,20.3
"Liu, Yan",China,2459.0,2832.0,5.0,6.0,4.0,2801.0,2891.0,811.0,139.0,426.0,58.66,10.42,30.91
"Brodsky, Mikhail",Ukraine,2168.0,,0.0,6.0,2.0,2592.0,2721.0,689.0,263.0,365.0,52.0,20.3,27.7
"Yi, Xu",China,2465.0,2714.0,82.0,56.0,56.0,2725.0,2927.0,557.0,117.0,233.0,58.04,15.71,26.25
"Pruijssers, Roeland",Netherlands,2437.0,2770.0,16.0,1.0,8.0,2700.0,2791.0,1278.0,204.0,846.0,54.99,8.71,36.29
"Bhat, Vinay",United States,,,,,,2563.0,2609.0,22.0,3.0,14.0,,,
"Vetoshko, Volodymyr",Ukraine,2476.0,2553.0,7.0,6.0,7.0,2680.0,2827.0,1923.0,522.0,1717.0,46.15,12.63,41.22
"Sonis, Francesco",Italy,2472.0,2691.0,115.0,13.0,34.0,2811.0,2977.0,14993.0,2282.0,12071.0,51.2,7.78,41.02
"Yuffa, Daniil",Russia,,,,,,2621.0,2770.0,712.0,119.0,478.0,,,
"Zaragatski, Ilja",Germany,2475.0,2598.0,13.0,1.0,5.0,2555.0,2630.0,1051.0,83.0,772.0,55.27,4.36,40.36
"NR, Visakh",India,2500.0,2574.0,38.0,20.0,26.0,2819.0,2886.0,2164.0,703.0,1420.0,50.38,16.54,33.08
"Rivero, Juan Carlos Obregon",Mexico,,,,,,2705.0,2992.0,8329.0,1590.0,7357.0,,,
"Solleveld, Maarten",Netherlands,,,,,,2344.0,2344.0,30.0,4.0,13.0,,,
"Krzyżanowski, Marcin",Poland,2397.0,2471.0,1.0,0.0,2.0,2785.0,2903.0,986.0,169.0,842.0,49.35,8.45,42.2
"Geller, Jakov",Russia,2710.0,2377.0,8.0,1.0,0.0,2675.0,2721.0,75.0,7.0,39.0,63.85,6.15,30.0
"Siège, Alexandre Le",Canada,,,,,,2459.0,2459.0,35.0,0.0,1.0,,,
"Hjartarson, Johann",Iceland,2395.0,2668.0,10.0,3.0,5.0,2687.0,2714.0,908.0,141.0,388.0,63.09,9.9,27.01
"Sevillano, Enrico",United States,,,,,,2337.0,2349.0,55.0,1.0,3.0,,,
"Budisavljevic, Luka",Serbia,2368.0,2609.0,34.0,14.0,34.0,2601.0,2637.0,135.0,23.0,136.0,44.95,9.84,45.21
"Frolyanov, Dmitry",Russia,2514.0,2686.0,8.0,13.0,10.0,2607.0,2820.0,197.0,62.0,138.0,47.9,17.52,34.58
"Yotov, Valentin",Bulgaria,2446.0,2226.0,1.0,0.0,0.0,2539.0,2712.0,366.0,76.0,286.0,50.34,10.43,39.23
"Ovetchkin, Roman",Russia,2277.0,2455.0,10.0,5.0,7.0,2626.0,2797.0,366.0,72.0,239.0,53.79,11.02,35.19
"Šulskis, Šarūnas",Lithuania,,,,,,2367.0,2516.0,24.0,4.0,11.0,,,
"Yermolinsky, Alex",United States,1495.0,2206.0,127.0,25.0,54.0,2121.0,2298.0,27.0,15.0,96.0,44.77,11.63,43.6
"Prusikin, Michael",Germany,,,,,,,,,,,,,
"Илюшин, Алексей",Russia,1993.0,2507.0,10.0,16.0,6.0,2640.0,2778.0,319.0,116.0,288.0,43.58,17.48,38.94
"Hertog, Hugo ten",Netherlands,,,,,,2798.0,2803.0,2593.0,320.0,2123.0,,,
"Sokolovs, Andrejs",Latvia,,,,,,2706.0,2714.0,276.0,57.0,88.0,,,
"Zilka, Stepan",Czech Republic,,,,,,2500.0,2624.0,234.0,25.0,143.0,,,
"Lazavik, Denis",Belarus,2733.0,2808.0,87.0,79.0,33.0,3038.0,3083.0,1784.0,464.0,922.0,55.54,16.12,28.35
"Grover, Sahaj",India,2369.0,2681.0,10.0,3.0,9.0,2778.0,2778.0,439.0,63.0,314.0,53.58,7.88,38.54
"Klekowski, Maciej",Poland,2420.0,2541.0,6.0,3.0,12.0,2710.0,2931.0,3882.0,597.0,2900.0,52.54,8.11,39.35
"Hungaski, Robert",United States,,,,,,2601.0,2675.0,1593.0,176.0,749.0,,,
"Djurabek, Khamrakulov",Uzbekistan,,,,,,2840.0,2947.0,553.0,104.0,391.0,,,
"Burg, Twan",Netherlands,2271.0,2418.0,22.0,10.0,10.0,2742.0,2820.0,60.0,7.0,21.0,63.08,13.08,23.85
"Tazbir, Marcin",Poland,2030.0,2120.0,26.0,3.0,1.0,2773.0,2971.0,727.0,216.0,411.0,54.41,15.82,29.77
,China,1847.0,2000.0,5.0,0.0,4.0,2874.0,2920.0,545.0,54.0,282.0,61.8,6.07,32.13
"Romanenko, Vladimir",United States,2513.0,,0.0,1.0,1.0,,,,,,,,
"Nestorovic, Nikola",Serbia,2479.0,2791.0,2.0,1.0,3.0,2616.0,2721.0,815.0,158.0,731.0,47.78,9.3,42.92
"Zierk, Steven",United States,2722.0,2771.0,7.0,2.0,5.0,2861.0,3005.0,1118.0,186.0,562.0,59.84,10.0,30.16
"Suleymanli, Aydin",Azerbaijan,2555.0,2620.0,81.0,31.0,60.0,2916.0,2972.0,1365.0,203.0,1126.0,50.45,8.16,41.38
"Lopez, Angel Arribas",United States,2163.0,2543.0,12.0,1.0,6.0,2623.0,2802.0,553.0,78.0,376.0,55.07,7.7,37.23
"Engel, Luis",Germany,1753.0,2369.0,5.0,0.0,6.0,2632.0,2789.0,346.0,50.0,134.0,64.88,9.24,25.88
"Carlsson, Pontus",Sweden,2522.0,2471.0,53.0,5.0,19.0,2881.0,2881.0,2923.0,460.0,1799.0,56.59,8.84,34.57
"Grigorov, Grigor",Bulgaria,2507.0,,0.0,2.0,0.0,2818.0,2927.0,5625.0,1382.0,4368.0,49.44,12.16,38.39
"Zablotsky, Sergey",Russia,2380.0,2772.0,41.0,0.0,2.0,2711.0,2792.0,1606.0,309.0,1511.0,47.48,8.91,43.61
"Rasulov, Vugar",Azerbaijan,2595.0,2621.0,177.0,44.0,60.0,2894.0,2993.0,6243.0,1085.0,2549.0,63.2,11.11,25.68
"Hawkins, Jonathan",United Kingdom,2573.0,2590.0,28.0,2.0,3.0,2341.0,2441.0,446.0,24.0,158.0,71.71,3.93,24.36
"Sevian, Sam",United States,2754.0,2772.0,116.0,90.0,45.0,3017.0,3125.0,3018.0,583.0,1561.0,57.9,12.43,29.67
"Raznikov, Dani",Israel,,,,,,2591.0,2713.0,1340.0,337.0,1341.0,,,
"Gonzalez, Renier",United States,,,,,,2401.0,2443.0,71.0,4.0,17.0,,,
"Escobar, Alder",Colombia,2499.0,2575.0,1.0,3.0,0.0,2509.0,2614.0,952.0,201.0,1085.0,42.51,9.1,48.39
"Apicella, Manuel",France,1894.0,1894.0,2.0,0.0,0.0,2242.0,2374.0,67.0,4.0,26.0,69.7,4.04,26.26
"Kalyan, Arjun",India,2408.0,2495.0,25.0,16.0,33.0,2752.0,2847.0,802.0,220.0,624.0,48.08,13.72,38.2
"Puranik, Abhimanyu",India,2577.0,2660.0,11.0,9.0,11.0,2979.0,2991.0,1030.0,191.0,769.0,51.51,9.9,38.59
"Moskalenko, Alexander",Czech Republic,2435.0,2509.0,14.0,3.0,8.0,2853.0,2968.0,2815.0,969.0,2267.0,46.56,16.0,37.44
"Wan, Yunguo",China,2201.0,2589.0,3.0,0.0,1.0,2654.0,2721.0,119.0,14.0,110.0,49.39,5.67,44.94
"Tilicheev, Viacheslav",Bulgaria,2374.0,2747.0,18.0,10.0,2.0,2661.0,2741.0,97.0,25.0,48.0,57.5,17.5,25.0
"Gholami, Aryan",Iran,2249.0,2545.0,17.0,6.0,10.0,2745.0,2822.0,1510.0,276.0,1313.0,48.75,9.0,42.24
"Orlov, Andrey",Russia,,,,,,2657.0,3039.0,17.0,4.0,8.0,,,
"Hoa, Nguyen Duc",Vietnam,2322.0,2348.0,23.0,4.0,20.0,2540.0,2743.0,6152.0,651.0,5710.0,49.16,5.21,45.62
"Berg, Emanuel",Sweden,2453.0,2613.0,24.0,11.0,11.0,2775.0,2775.0,155.0,24.0,91.0,56.65,11.08,32.28
"Becerra, Julio",United States,2357.0,2537.0,97.0,7.0,5.0,2876.0,2913.0,2147.0,429.0,1427.0,54.57,10.6,34.82
"Georgescu, Tiberiu",Romania,2003.0,2003.0,1.0,0.0,0.0,2623.0,2690.0,857.0,169.0,659.0,50.89,10.02,39.09
"Mhamal, Anurag",India,,,,,,2651.0,2775.0,389.0,60.0,302.0,,,
"Mikaelyan, Arman",United States,2373.0,2555.0,38.0,17.0,25.0,2906.0,2971.0,2340.0,466.0,2026.0,48.41,9.83,41.75
"Lugovskoy, Maxim",Russia,2226.0,2218.0,35.0,3.0,19.0,2802.0,2802.0,916.0,168.0,639.0,53.43,9.61,36.97
"Arencibia, Walter",Cuba,1848.0,2401.0,12.0,1.0,2.0,2617.0,2720.0,2595.0,395.0,2041.0,51.66,7.85,40.49
"Sadzikowski, Daniel",Poland,2686.0,2759.0,4.0,1.0,0.0,2615.0,2655.0,362.0,135.0,243.0,49.13,18.26,32.62
"Urtnasan, Nasanjargal",Mongolia,2213.0,2398.0,16.0,11.0,11.0,2630.0,2808.0,490.0,76.0,444.0,48.28,8.3,43.42
"Priasmoro, Novendra",Indonesia,,,,,,2886.0,2930.0,898.0,115.0,629.0,,,
"Lorparizangeneh, Shahin",Iran,1687.0,1687.0,4.0,1.0,0.0,2692.0,2903.0,3005.0,572.0,1946.0,54.43,10.37,35.2
"Priasmoro, Novendra",Indonesia,2311.0,2597.0,52.0,13.0,34.0,2760.0,2939.0,1765.0,249.0,1165.0,55.43,7.99,36.58
"Vrolijk, Liam",Netherlands,2508.0,2542.0,25.0,3.0,9.0,2909.0,2956.0,899.0,200.0,546.0,54.93,12.07,33.0
"Kiryakov, Petr",United Arab Emirates,2098.0,2098.0,1.0,0.0,0.0,2707.0,2785.0,1672.0,269.0,935.0,58.15,9.35,32.5
"Gutov, Andrey",United States,2940.0,2940.0,99.0,0.0,1.0,2514.0,2514.0,98.0,6.0,17.0,89.14,2.71,8.14
"Pap, Misa",Serbia,2513.0,2527.0,48.0,10.0,17.0,2680.0,2772.0,649.0,117.0,668.0,46.19,8.42,45.39
"Goh, Wei Ming Kevin",Singapore,2133.0,2475.0,30.0,13.0,23.0,2682.0,2814.0,1397.0,209.0,1223.0,49.29,7.67,43.04
"pourramezanali, amirreza",Iran,2255.0,2255.0,4.0,0.0,0.0,2593.0,2920.0,1315.0,270.0,1501.0,42.69,8.74,48.58
"Wieczorek, Oskar",International,2369.0,2369.0,11.0,0.0,1.0,2739.0,2832.0,4720.0,881.0,4717.0,45.8,8.53,45.67
"Horvath, Joseph",Hungary,,,,,,2310.0,2376.0,47.0,4.0,32.0,,,
"Kogan, Arthur",Spain,,,,,,2545.0,2618.0,11.0,2.0,7.0,,,
"Sulypa, Oleksandr",Ukraine,,,,,,,,,,,,,
"Swinkels, Robin",Netherlands,1837.0,1837.0,17.0,3.0,0.0,2645.0,2645.0,69.0,14.0,21.0,69.35,13.71,16.94
"Oratovsky, Michael",Spain,420.0,2200.0,2.0,3.0,4.0,2614.0,2665.0,406.0,43.0,288.0,54.69,6.17,39.14
"Jovanovic, Zoran",Croatia,,,,,,2780.0,2848.0,315.0,87.0,160.0,,,
"Ly, Moulthun",Australia,2436.0,2729.0,31.0,13.0,7.0,2826.0,2943.0,2225.0,397.0,1531.0,53.66,9.75,36.58
"Williams, Simon",United Kingdom,2307.0,2469.0,80.0,12.0,39.0,2646.0,2808.0,12318.0,1632.0,10191.0,51.08,6.77,42.15
"Ashley, Maurice",United States,,,,,,,,,,,,,
"Arkell, Keith",United Kingdom,2351.0,2520.0,122.0,31.0,17.0,2502.0,2745.0,3229.0,525.0,1534.0,61.4,10.19,28.42
"Krush, Irina",United States,2220.0,2449.0,13.0,7.0,12.0,2381.0,2523.0,230.0,27.0,179.0,51.92,7.26,40.81
"Cardoso, Jose Gabriel",Colombia,2488.0,2518.0,22.0,7.0,13.0,2797.0,2869.0,1782.0,257.0,1332.0,52.86,7.74,39.41
"Tan, Justin",Australia,2047.0,2515.0,5.0,0.0,2.0,2900.0,2975.0,4217.0,761.0,3397.0,50.37,9.08,40.55
"hernandez, holden",United States,,,,,,2559.0,2827.0,3301.0,902.0,3510.0,,,
,Ukraine,2421.0,2544.0,6.0,3.0,3.0,2734.0,2856.0,376.0,47.0,178.0,62.32,8.16,29.53
"Popovic, Dusan",Serbia,1906.0,2000.0,3.0,2.0,0.0,2840.0,2890.0,890.0,144.0,620.0,53.83,8.8,37.37
"Gareyev, Timur",United States,2620.0,2636.0,25.0,7.0,27.0,2773.0,2937.0,441.0,34.0,200.0,63.49,5.59,30.93
"Jayaram, Ashwin",India,,,,,,2468.0,2537.0,112.0,10.0,77.0,,,
"gormally, daniel",United Kingdom,,,,,,2392.0,2598.0,879.0,101.0,342.0,,,
"Kotsur, Pavel",Kazakhstan,1954.0,2476.0,15.0,7.0,9.0,2619.0,2828.0,1269.0,253.0,1060.0,49.14,9.95,40.91
"בגראטיוני, אהרן",Israel,,,,,,2769.0,2773.0,445.0,71.0,431.0,,,
"Gausel, Einar Johan",Norway,,,,,,2641.0,2698.0,749.0,119.0,532.0,,,
"Koushik, Girish",United Kingdom,2313.0,2326.0,6.0,1.0,3.0,2684.0,2777.0,553.0,62.0,225.0,65.76,7.41,26.82
"Ratkovic, Miloje",Serbia,2301.0,2514.0,31.0,5.0,10.0,2567.0,2858.0,765.0,149.0,824.0,44.62,8.63,46.75
"Gascon, Jose Rafael",Andorra,2431.0,2679.0,80.0,14.0,12.0,2494.0,2779.0,5170.0,943.0,4769.0,47.78,8.71,43.51
"Ayrapetyan, Yuriy",Russia,,,,,,2783.0,2905.0,2777.0,443.0,1792.0,,,
"Matamoros, Carlos",Ecuador,2440.0,2520.0,15.0,9.0,16.0,2622.0,2688.0,818.0,71.0,218.0,72.62,6.97,20.4
"Anka, Emil",United States,,,,,,,,,,,,,
"Anka, Emil",United States,1697.0,,0.0,1.0,0.0,2051.0,2271.0,79.0,6.0,25.0,71.17,6.31,22.52
"Maximov, Dmitry",Ukraine,2552.0,2552.0,1.0,0.0,0.0,2790.0,2860.0,1677.0,242.0,1637.0,47.17,6.8,46.02
"Smirnov, Igor",Ukraine,,,,,,,,,,,,,
"P, Rahul Srivatshav",India,2490.0,2797.0,33.0,9.0,20.0,2745.0,2884.0,1399.0,232.0,1166.0,50.09,8.43,41.48
"plaskett, harold james",Spain,,,,,,,,,,,,,
"Yankelevich, Lev",Germany,1465.0,1465.0,1.0,0.0,0.0,2440.0,2724.0,1884.0,391.0,1553.0,49.23,10.21,40.56
"Kirill, Bryzgalin",Russia,,,,,,2634.0,2717.0,178.0,32.0,99.0,,,
"Klein, David",Netherlands,,,,,,2575.0,2773.0,939.0,176.0,622.0,,,
"N.R, Vignesh",India,2530.0,2530.0,3.0,0.0,0.0,2812.0,2889.0,1911.0,544.0,1573.0,47.48,13.5,39.02
"Preotu, Razvan",Canada,2501.0,2748.0,61.0,14.0,41.0,2738.0,2833.0,4326.0,649.0,2958.0,54.5,8.24,37.26
"Bellahcene, Bilel",Algeria,2483.0,2483.0,2.0,0.0,0.0,2682.0,2708.0,1007.0,135.0,684.0,55.2,7.39,37.42
"Майоров, Никита",Belarus,2173.0,2514.0,5.0,1.0,13.0,2580.0,2729.0,1047.0,103.0,874.0,51.49,5.09,43.42
"Garcia, Jose Gonzalez",Spain,,,,,,2674.0,2706.0,501.0,74.0,331.0,,,
"Panchanathan, Magesh Chandran",United States,1408.0,2000.0,5.0,1.0,3.0,2651.0,2750.0,477.0,66.0,289.0,57.31,7.97,34.72
"Matuszewski, Michal",Poland,2384.0,2384.0,19.0,0.0,1.0,2321.0,2501.0,57.0,9.0,42.0,59.38,7.03,33.59
"Pena, Manuel",Hong Kong,,,,,,2651.0,2739.0,245.0,45.0,177.0,,,
"Александр, Зубарев",Ukraine,2257.0,2465.0,7.0,1.0,5.0,2549.0,2595.0,421.0,52.0,252.0,57.99,7.18,34.82
"Bayarsaikhan, Gundavaa",Mongolia,,,,,,2620.0,2667.0,63.0,7.0,51.0,,,
"Komarov, Dimitri",United Arab Emirates,2358.0,2392.0,1.0,2.0,0.0,2507.0,2547.0,182.0,48.0,46.0,65.59,17.92,16.49
"Enchev, Ivajlo",Bulgaria,2152.0,,0.0,1.0,5.0,2503.0,2650.0,395.0,74.0,222.0,56.67,10.76,32.57
"Dronavalli, Harika",India,2437.0,2624.0,52.0,39.0,60.0,2682.0,2748.0,314.0,177.0,190.0,43.99,25.96,30.05
"Potapov, Pavel",Russia,892.0,,1.0,2.0,0.0,2184.0,2184.0,7.0,0.0,0.0,80.0,20.0,0.0
"Khusnutdinov, Rustam",Kazakhstan,2505.0,2591.0,21.0,12.0,11.0,2937.0,2940.0,753.0,176.0,416.0,55.72,13.53,30.74
"Drenchev, Petar",Bulgaria,,,,,,2630.0,2659.0,1427.0,235.0,952.0,,,
"Sadikhov, Ulvi",Turkey,2579.0,2579.0,16.0,9.0,5.0,2751.0,2817.0,595.0,138.0,514.0,47.85,11.51,40.64
"Alonso, Salvador",Argentina,,,,,,2497.0,2577.0,28.0,5.0,16.0,,,
"Fernandez, Daniel",England,2324.0,2586.0,4.0,3.0,2.0,2741.0,2883.0,1165.0,260.0,889.0,50.32,11.32,38.36
"Volkov, Sergey",Russia,2566.0,2708.0,128.0,38.0,44.0,2734.0,2886.0,440.0,92.0,317.0,53.64,12.28,34.09
"Chernobay, Artem",Russia,2383.0,2500.0,11.0,0.0,2.0,2633.0,2730.0,936.0,106.0,821.0,50.48,5.65,43.87
,Algeria,,,,,,2628.0,2794.0,2072.0,435.0,2190.0,,,
"Mishra, Swayams",India,2115.0,2612.0,2.0,5.0,4.0,2552.0,2714.0,488.0,88.0,411.0,49.1,9.32,41.58
"Nieto, David Lariño",Spain,2256.0,2350.0,3.0,0.0,6.0,2745.0,2791.0,190.0,31.0,126.0,54.21,8.71,37.08
"Salomon, Johan",Norway,2371.0,2507.0,19.0,1.0,5.0,2522.0,2715.0,2312.0,275.0,1584.0,55.55,6.58,37.87
"Chen, Lin",China,1833.0,2020.0,42.0,6.0,10.0,2815.0,2816.0,166.0,56.0,97.0,55.17,16.45,28.38
"Kastanieda, Georgui",Peru,,,,,,2697.0,2697.0,101.0,15.0,33.0,,,
"Blohberger, Felix",Austria,2377.0,2440.0,9.0,5.0,12.0,2638.0,2800.0,1268.0,411.0,1371.0,41.51,13.52,44.96
"Firat, Burak",Turkey,,,,,,2735.0,2810.0,2445.0,440.0,2396.0,,,
"Sevian, Samuel",United States,,,,,,1333.0,1333.0,1.0,0.0,0.0,,,
"Riva, Oscar de la",Andorra,,,,,,2595.0,2639.0,272.0,37.0,188.0,,,
"Veloz, Ermes Espinosa",Cuba,,,,,,2564.0,2690.0,536.0,77.0,361.0,,,
"Fuente, Lance Henderson de La",Spain,2359.0,2470.0,18.0,7.0,12.0,2665.0,2770.0,2747.0,527.0,2164.0,50.5,9.75,39.74
"Vaisser, Anatoly",France,2585.0,2585.0,7.0,0.0,0.0,2511.0,2511.0,1.0,0.0,0.0,100.0,0.0,0.0
"Arnaudov, Petar G.",Bulgaria,2368.0,2426.0,10.0,5.0,5.0,2657.0,2774.0,4453.0,897.0,4342.0,45.95,9.29,44.76
"Troff, Kayden",United States,2535.0,2535.0,6.0,0.0,7.0,2811.0,2850.0,255.0,38.0,142.0,58.26,8.48,33.26
"todorov, todor",France,,,,,,1812.0,2505.0,411.0,44.0,287.0,,,
"Yang, Darwin",United States,,,,,,2247.0,2511.0,194.0,18.0,76.0,,,
"Szabo, Krisztian",Hungary,,,,,,2375.0,2375.0,1.0,0.0,0.0,,,
"Grivas, Efstratios",Greece,,,,,,,,,,,,,
"Хасангатин, Рамиль",Serbia,1427.0,2502.0,2.0,1.0,4.0,2730.0,2772.0,1165.0,275.0,868.0,50.41,11.92,37.67
"Abdumalik, Zhansaya",Kazakhstan,2499.0,2514.0,14.0,5.0,7.0,2712.0,2735.0,226.0,55.0,181.0,49.18,12.3,38.52
"Papin, Vasily",Russia,,,,,,2708.0,2795.0,153.0,14.0,48.0,,,
"Hertneck, Gerry",Germany,,,,,,2441.0,2455.0,1321.0,170.0,932.0,,,
"Fawzy, Adham",Egypt,2408.0,2541.0,21.0,5.0,13.0,2763.0,2878.0,2910.0,725.0,3041.0,43.65,10.87,45.48
"Atabayew, Maksat",Turkmenistan,,,,,,2673.0,2757.0,201.0,26.0,122.0,,,
"Kotanjian, Tigran",Armenia,2262.0,,0.0,0.0,1.0,2505.0,2746.0,5184.0,1016.0,4540.0,48.26,9.46,42.28
"Искусных, Сергей",Russia,2294.0,2565.0,12.0,5.0,20.0,2638.0,2727.0,923.0,150.0,577.0,55.42,9.19,35.39
"Savchenko, Stanislav",Ukraine,2500.0,1571.0,1.0,0.0,2.0,2407.0,2563.0,502.0,90.0,319.0,55.03,9.85,35.12
"Haznedaroğlu, Kıvanç",Turkey,2346.0,2551.0,19.0,10.0,16.0,2669.0,2935.0,1485.0,299.0,1060.0,52.06,10.7,37.24
"RB, Ramesh",India,1003.0,,0.0,0.0,1.0,2471.0,2646.0,265.0,39.0,238.0,48.8,7.18,44.01
"Draskovic, Luka",Montenegro,2160.0,,0.0,1.0,1.0,2767.0,2767.0,773.0,140.0,408.0,58.43,10.66,30.91
"Semcesen, Daniel",Sweden,2400.0,1939.0,3.0,0.0,2.0,2447.0,2647.0,1677.0,210.0,1178.0,54.72,6.84,38.44
"Baldauf, Marco",Germany,,,,,,2505.0,2669.0,786.0,169.0,602.0,,,
"Miljkovic, Miroslav",Serbia,2267.0,2411.0,13.0,18.0,4.0,2458.0,2647.0,512.0,127.0,373.0,50.14,13.85,36.01
"Vrolijk, Liam",Netherlands,2467.0,2435.0,2.0,0.0,2.0,2867.0,2867.0,1045.0,190.0,645.0,55.57,10.08,34.34
"Ashley, Maurice",United States,1880.0,,0.0,2.0,0.0,2204.0,2572.0,21.0,1.0,6.0,70.0,10.0,20.0
"Murzin, Volodar",Russia,2431.0,2512.0,18.0,12.0,7.0,2876.0,2882.0,736.0,114.0,446.0,56.56,9.45,33.98
"Kasparov, Sergey",Armenia,2538.0,2538.0,1.0,4.0,0.0,2614.0,2800.0,1135.0,443.0,1224.0,40.47,15.92,43.61
"Gabrielian, Artur",Russia,2405.0,2844.0,26.0,6.0,30.0,2778.0,2850.0,1396.0,297.0,984.0,51.92,11.06,37.02
"Mammadov, Zaur",Turkey,2349.0,2639.0,29.0,11.0,8.0,2896.0,2905.0,813.0,141.0,414.0,59.46,10.73,29.8
"Rahman, Ziaur",Bangladesh,2422.0,2791.0,36.0,16.0,11.0,2527.0,2682.0,1149.0,187.0,1084.0,47.72,8.18,44.1
"Trajkovic, Predrag",Serbia,,,,,,,,,,,,,
"Gombosuren, Munkhgal",Mongolia,2224.0,2614.0,30.0,14.0,16.0,2746.0,2897.0,1644.0,361.0,1755.0,43.82,9.82,46.36
"Davies, Nigel",United Kingdom,,,,,,,,,,,,,
"Golubev, Mikhail",Ukraine,2367.0,2411.0,99.0,28.0,55.0,2609.0,2643.0,2701.0,500.0,2257.0,49.65,9.36,40.99
"Tofuighi, Homayoon",Turkey,2415.0,2688.0,469.0,31.0,37.0,2903.0,2986.0,2925.0,230.0,631.0,78.51,6.04,15.45
"Kryvosheya, Sergiy",Ukraine,,,,,,2411.0,2580.0,224.0,20.0,102.0,,,
"Skatchkov, Pavel",Russia,2255.0,2502.0,14.0,0.0,2.0,2651.0,2688.0,134.0,13.0,92.0,58.04,5.1,36.86
"Gretarsson, Helgi",Iceland,2388.0,2400.0,8.0,3.0,11.0,2732.0,2732.0,1324.0,206.0,1223.0,48.0,7.53,44.47
"Batsiashvili, Nino",Georgia,2434.0,2535.0,20.0,6.0,11.0,2422.0,2553.0,1244.0,268.0,1090.0,47.9,10.38,41.72
